Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements,Returning Child,Missing Episodes,Sibling Group Size,Placed With Siblings,Carer Age,Carer Gender,Carer Ethnicity,Placement Type,Placement Start Date,Move Date,Days Placed,Move Reason,Distance From Home (miles),EH involvement,YOT involvement,Placement Sequence Number
0,Male,White - British,3,True,6,0,False,44,Female,White - Irish,In-House Fostering,2023-07-03,2023-09-13,72,Behaviour concerns,6.65,False,False,4
12,Male,White - British,0,False,5,1,False,47,Female,Asian/British Asian - Pakistani,Kinship,2023-08-04,2024-05-28,298,Behaviour concerns,0.96,False,True,1
5,Male,White - British,0,False,2,0,False,35,Female,White - Central European,Kinship,2025-05-19,2025-08-09,82,Allegation,0.14,False,False,1
13,Female,White - British,3,True,7,4,True,59,Non binary,Dual Heritage - Black/White,In-House Fostering,2023-08-04,2027-05-29,1394,Carer requests end,5.05,True,False,4
3,Male,Asian/British Asian - Pakistani,1,True,0,0,False,52,Female,Asian/British Asian - Pakistani,Kinship,2022-12-06,2023-09-22,290,Planned move,3.41,False,False,2
6,Male,White - British,3,True,3,5,True,51,Male,Asian/British Asian - Pakistani,Kinship,2022-12-15,2023-03-16,91,Carer requests end,2.38,True,False,4
4,Female,Asian/British Asian - Pakistani,3,True,4,5,True,40,Female,White - Other,External Fostering,2022-04-07,2025-12-20,1353,Child requests end,4.98,False,True,4
11,Male,White - British,5,True,1,2,True,41,Male,White - British,In-House Fostering,2024-02-16,2024-03-12,25,Carer requests end,4.04,False,True,6
11,Female,Asian/British Asian - Indian,2,True,2,1,False,57,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-09-05,2024-02-26,174,Placement stability concerns,0.68,False,True,3
8,Female,Asian/British Asian - Pakistani,0,False,7,0,False,53,Female,White - British,In-House Fostering,2022-07-07,2023-02-15,223,Carer requests end,12.39,True,True,1
7,Trans Female,White - British,0,False,1,3,True,39,Male,White - British,Kinship,2025-10-26,2026-01-01,67,Allegation,4.71,False,False,1
9,Female,Asian/British Asian - Pakistani,0,False,2,2,True,46,Female,White - British,In-House Fostering,2022-06-08,2022-09-01,85,Carer requests end,1.12,False,True,1
7,Female,White - British,3,True,1,2,True,60,Male,White - British,In-House Fostering,2022-02-05,2022-03-20,43,Allegation,0.91,True,False,4
7,Male,White - British,0,False,0,2,True,56,Female,White - British,External Fostering,2024-08-03,2026-08-12,739,Planned move,11.61,True,True,1
9,Female,Asian/British Asian - Other,0,False,6,4,True,36,Female,Asian/British Asian - Pakistani,In-House Fostering,2022-06-04,2022-09-08,96,Placement stability concerns,16.18,False,True,1
0,Female,White - British,4,True,1,5,True,60,Non binary,Asian/British Asian - Pakistani,In-House Fostering,2025-03-11,2025-09-26,199,Planned move,5.54,False,False,5
9,Female,White - British,3,True,7,3,True,45,Female,Asian/British Asian - Pakistani,Residential,2024-03-01,2024-03-27,26,Allegation,59.69,False,True,4
8,Female,White - British,1,True,6,4,True,59,Male,White - British,In-House Fostering,2022-07-27,2022-10-19,84,Carer requests end,12.2,True,False,2
16,Male,White - British,5,True,5,5,True,49,Trans Female,White - British,In-House Fostering,2023-06-09,2024-08-17,435,Behaviour concerns,4.45,True,True,6
6,Female,White - British,0,False,1,0,False,51,Female,White - British,Residential,2024-03-21,2024-12-17,271,Allegation,81.23,False,True,1
9,Male,White - British,0,False,7,5,True,38,Male,White - British,In-House Fostering,2023-11-25,2024-01-03,39,Placement stability concerns,16.17,True,True,1
1,Male,White - British,4,True,4,5,True,55,Male,Asian/British Asian - Pakistani,External Fostering,2025-02-28,2025-07-11,133,Planned move,16.86,True,False,5
0,Male,White - British,0,False,7,1,False,47,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-11-11,2026-02-15,827,Placement stability concerns,17.89,True,False,1
7,Trans Female,White - British,0,False,3,3,True,55,Female,Black/Black British - African,In-House Fostering,2025-04-19,2025-05-29,40,Placement stability concerns,7.65,True,False,1
11,Male,White - British,0,False,6,1,False,55,Female,White - Central European,In-House Fostering,2022-04-10,2022-06-08,59,Behaviour concerns,17.39,True,False,1
12,Female,White - British,0,False,5,1,False,52,Female,Asian/British Asian - Pakistani,Kinship,2024-04-24,2027-08-25,1218,Child requests end,1.11,False,True,1
0,Male,White - British,0,False,2,3,True,47,Male,Gypsy / Roma,In-House Fostering,2025-03-10,2025-06-04,86,Carer requests end,7.88,True,False,1
5,Female,White - British,1,True,5,1,False,44,Male,White - British,External Fostering,2022-02-14,2023-04-07,417,Placement stability concerns,14.84,True,False,2
11,Male,White - British,3,True,0,1,False,54,Male,Asian/British Asian - Pakistani,Kinship,2024-11-08,2025-12-21,408,Planned move,2.24,True,False,4
1,Female,Asian/British Asian - Pakistani,0,False,4,3,True,40,Female,White - British,Residential,2025-10-28,2025-11-16,19,Placement stability concerns,98.2,False,False,1
7,Trans Female,White - Other,0,False,3,1,False,41,Non binary,White - British,Residential,2023-05-13,2023-08-19,98,Child requests end,89.92,False,False,1
8,Trans Male,White - British,0,False,4,4,True,58,Trans Female,White - British,External Fostering,2022-01-24,2026-02-20,1488,Placement stability concerns,3.01,False,True,1
8,Male,Asian/British Asian - Pakistani,0,False,2,4,True,55,Trans Female,White - British,In-House Fostering,2022-12-26,2023-10-21,299,Child requests end,12.24,False,False,1
10,Male,Asian/British Asian - Bangladeshi,0,False,6,0,False,60,Trans Female,White - British,External Fostering,2024-10-30,2024-12-23,54,Placement stability concerns,12.7,True,True,1
6,Male,Asian/British Asian - Pakistani,1,True,6,2,True,45,Female,Black/Black British - Other,Kinship,2022-12-22,2023-01-25,34,Placement stability concerns,3.81,False,True,2
10,Male,White - British,2,True,5,0,False,52,Female,White - British,External Fostering,2025-04-11,2025-08-17,128,Child requests end,11.52,False,True,3
9,Male,White - British,0,False,1,3,True,42,Female,White - British,In-House Fostering,2025-06-09,2025-08-09,61,Allegation,14.6,True,True,1
7,Male,Asian/British Asian - Pakistani,3,True,1,3,True,36,Male,Black/Black British - African,Kinship,2022-11-29,2023-03-22,113,Child requests end,3.65,True,False,4
9,Male,White - British,4,True,3,4,True,46,Female,Asian/British Asian - Indian,Kinship,2022-02-14,2022-03-18,32,Placement stability concerns,4.54,True,True,5
12,Female,Asian/British Asian - Bangladeshi,4,True,5,2,True,44,Female,White - British,External Fostering,2025-06-11,2027-06-17,736,Carer requests end,19.87,False,True,5
6,Female,White - British,0,False,5,1,False,59,Trans Male,White - British,In-House Fostering,2024-08-11,2028-06-20,1409,Behaviour concerns,7.07,True,True,1
6,Male,Asian/British Asian - Pakistani,1,True,6,3,True,52,Trans Female,White - British,Kinship,2023-05-20,2024-02-16,272,Planned move,3.39,True,False,2
8,Female,White - Eastern European,0,False,2,2,True,53,Male,White - British,External Fostering,2025-06-22,2025-07-09,17,Planned move,5.82,True,False,1
9,Female,Asian/British Asian - Pakistani,1,True,0,2,True,58,Male,Asian/British Asian - Pakistani,In-House Fostering,2022-09-08,2022-10-21,43,Behaviour concerns,13.14,False,False,2
10,Female,White - British,5,True,1,5,True,56,Male,Asian/British Asian - Pakistani,Residential,2024-09-20,2025-04-22,214,Planned move,93.87,True,False,6
6,Trans Male,White - Eastern European,0,False,6,0,False,52,Male,Asian/British Asian - Pakistani,In-House Fostering,2025-03-30,2027-06-05,797,Planned move,10.45,False,False,1
14,Male,Mixed - White/Asian,3,True,7,4,True,59,Trans Female,Asian/British Asian - Pakistani,In-House Fostering,2024-11-22,2025-04-05,134,Allegation,11.17,True,False,4
6,Trans Male,Asian/British Asian - Pakistani,0,False,2,5,True,59,Trans Female,White - British,In-House Fostering,2022-08-19,2022-09-30,42,Child requests end,6.84,True,False,1
16,Trans Female,Traveller - Other,0,False,3,1,False,52,Female,Black/Black British - Caribbean,Kinship,2023-07-20,2024-05-03,288,Child requests end,0.45,True,False,1
10,Female,Asian/British Asian - Pakistani,4,True,2,1,False,38,Female,White - Central European,In-House Fostering,2023-06-30,2023-08-12,43,Carer requests end,10.22,False,False,5
7,Female,Asian/British Asian - Pakistani,4,True,7,2,True,45,Female,Mixed - White/Asian,Kinship,2023-06-06,2025-05-08,702,Child requests end,3.67,True,False,5
7,Male,White - British,4,True,1,3,True,59,Male,White - British,In-House Fostering,2023-06-25,2023-09-30,97,Planned move,10.1,False,False,5
8,Female,White - British,0,False,7,1,False,55,Female,White - British,In-House Fostering,2024-01-28,2024-03-25,57,Planned move,6.68,True,True,1
8,Male,White - Eastern European,0,False,1,0,False,60,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-07-17,2024-10-13,88,Planned move,14.05,True,True,1
5,Male,White - British,0,False,3,4,True,40,Female,Asian/British Asian - Pakistani,External Fostering,2022-05-11,2023-07-05,420,Placement stability concerns,12.32,True,False,1
8,Female,White - British,0,False,2,3,True,48,Male,White - British,Kinship,2025-04-03,2025-07-05,93,Behaviour concerns,0.52,True,True,1
8,Female,White - British,0,False,4,3,True,55,Female,Asian/British Asian - Pakistani,External Fostering,2023-12-07,2024-02-16,71,Planned move,6.85,True,True,1
7,Trans Male,White - British,0,False,3,3,True,52,Trans Male,Asian/British Asian - Pakistani,External Fostering,2024-03-14,2024-10-09,209,Child requests end,16.23,False,False,1
14,Female,Asian/British Asian - Pakistani,5,True,1,5,True,35,Male,White - British,In-House Fostering,2023-04-23,2023-05-23,30,Child requests end,14.65,False,True,6
6,Trans Male,White - British,5,True,2,2,True,56,Female,Asian/British Asian - Pakistani,In-House Fostering,2025-05-19,2025-12-08,203,Carer requests end,10.5,False,True,6
9,Male,White - British,1,True,0,2,True,53,Male,White - British,External Fostering,2023-12-15,2024-05-19,156,Behaviour concerns,10.03,False,False,2
12,Male,White - British,5,True,7,1,False,36,Male,White - British,In-House Fostering,2024-09-02,2025-05-18,258,Child requests end,15.11,False,True,6
5,Trans Female,Asian/British Asian - Pakistani,0,False,1,3,True,59,Female,White - British,External Fostering,2024-11-18,2025-03-26,128,Behaviour concerns,16.1,True,False,1
9,Male,White - British,2,True,7,0,False,58,Trans Male,White - British,In-House Fostering,2025-05-01,2025-06-05,35,Allegation,9.85,True,True,3
15,Female,Asian/British Asian - Pakistani,5,True,4,0,False,58,Male,White - British,External Fostering,2023-04-08,2023-04-16,8,Planned move,3.64,False,False,6
11,Male,White - British,2,True,7,3,True,39,Female,White - British,In-House Fostering,2023-08-23,2023-11-23,92,Child requests end,8.95,True,True,3
9,Female,White - British,0,False,2,1,False,49,Female,White - British,Residential,2022-01-20,2022-05-17,117,Allegation,43.45,False,False,1
5,Male,White - British,3,True,6,2,True,49,Male,White - Other,In-House Fostering,2024-05-31,2025-10-11,498,Placement stability concerns,3.72,False,True,4
11,Male,White - British,0,False,0,5,True,52,Female,White - British,External Fostering,2023-04-18,2024-07-19,458,Child requests end,4.35,False,False,1
7,Female,White - Other,2,True,7,3,True,37,Male,Asian/British Asian - Other,In-House Fostering,2024-08-25,2025-07-02,311,Placement stability concerns,5.6,True,False,3
7,Male,White - British,2,True,5,3,True,53,Female,White - British,External Fostering,2024-07-15,2025-04-17,276,Child requests end,3.01,False,False,3
13,Trans Female,Mixed - White/Asian,0,False,2,0,False,56,Male,Black/Black British - African,In-House Fostering,2022-01-05,2022-02-12,38,Behaviour concerns,8.76,True,False,1
7,Trans Female,Asian/British Asian - Pakistani,0,False,5,3,True,35,Male,Asian/British Asian - Indian,Kinship,2025-03-28,2026-06-07,436,Carer requests end,3.59,True,True,1
10,Male,White - British,2,True,1,3,True,40,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-10-06,2026-01-23,840,Placement stability concerns,18.27,False,False,3
3,Female,Asian/British Asian - Pakistani,0,False,3,4,True,36,Male,Asian/British Asian - Pakistani,External Fostering,2024-02-27,2024-06-30,124,Placement stability concerns,17.41,True,True,1
7,Trans Male,Asian/British Asian - Pakistani,0,False,7,4,True,35,Female,Asian/British Asian - Pakistani,Kinship,2022-01-10,2023-02-06,392,Carer requests end,3.26,True,False,1
7,Trans Male,White - British,3,True,0,5,True,35,Non binary,Asian/British Asian - Pakistani,External Fostering,2023-09-14,2025-04-02,566,Carer requests end,6.82,True,True,4
9,Male,White - British,1,True,3,5,True,56,Female,White - British,External Fostering,2022-12-30,2030-12-01,2893,Carer requests end,6.93,True,False,2
8,Female,Asian/British Asian - Pakistani,2,True,3,2,True,37,Female,White - British,In-House Fostering,2025-03-21,2025-04-16,26,Child requests end,17.75,True,False,3
8,Female,Asian/British Asian - Pakistani,0,False,7,5,True,38,Non binary,White - British,In-House Fostering,2022-08-01,2022-12-06,127,Child requests end,4.13,True,True,1
7,Female,Asian/British Asian - Pakistani,0,False,4,2,True,50,Male,White - British,External Fostering,2022-03-30,2023-05-17,413,Child requests end,8.5,False,True,1
12,Non binary,White - British,0,False,0,3,True,47,Male,White - British,Kinship,2023-06-06,2023-09-07,93,Behaviour concerns,0.73,True,True,1
6,Female,White - British,5,True,7,0,False,42,Male,White - British,Kinship,2022-01-15,2023-06-29,530,Child requests end,3.34,True,True,6
10,Male,White - British,4,True,4,4,True,35,Male,White - Central European,Residential,2024-09-20,2026-04-02,559,Carer requests end,12.0,False,True,5
6,Female,White - British,0,False,7,4,True,51,Male,Asian/British Asian - Pakistani,Residential,2023-02-05,2024-03-02,391,Planned move,56.96,True,True,1
1,Trans Male,White - British,2,True,7,0,False,59,Female,Asian/British Asian - Pakistani,External Fostering,2025-10-28,2026-02-15,110,Child requests end,13.58,False,False,3
13,Male,White - British,5,True,0,4,True,58,Male,White - Eastern European,External Fostering,2023-11-24,2024-01-16,53,Behaviour concerns,11.61,True,False,6
8,Female,White - Other,0,False,4,4,True,47,Trans Female,White - British,External Fostering,2025-06-23,2025-08-11,49,Carer requests end,16.08,True,True,1
8,Trans Female,Asian/British Asian - Pakistani,0,False,2,2,True,38,Trans Female,Asian/British Asian - Pakistani,In-House Fostering,2025-07-17,2025-09-25,70,Allegation,9.5,True,False,1
11,Male,Asian/British Asian - Pakistani,4,True,0,3,True,47,Female,White - British,External Fostering,2023-07-07,2023-11-04,120,Allegation,15.2,False,False,5
12,Trans Male,White - British,1,True,4,0,False,54,Female,White - British,External Fostering,2024-11-17,2025-01-13,57,Carer requests end,14.51,True,False,2
8,Female,White - British,3,True,5,3,True,59,Male,Asian/British Asian - Other,Residential,2024-03-03,2024-04-26,54,Behaviour concerns,24.03,False,False,4
8,Non binary,Asian/British Asian - Pakistani,4,True,6,2,True,40,Trans Female,White - British,Kinship,2022-06-16,2022-06-30,14,Carer requests end,2.44,True,False,5
9,Female,White - British,5,True,2,0,False,54,Trans Female,White - Other,Residential,2022-12-03,2023-07-16,225,Child requests end,39.75,True,True,6
10,Female,Asian/British Asian - Pakistani,2,True,5,0,False,60,Male,Asian/British Asian - Pakistani,In-House Fostering,2025-03-24,2025-08-29,158,Placement stability concerns,11.1,True,False,3
7,Male,White - British,0,False,0,0,False,47,Male,Traveller - Other,In-House Fostering,2023-04-29,2023-07-10,72,Child requests end,15.17,False,True,1
11,Female,White - British,1,True,4,0,False,48,Male,Asian/British Asian - Pakistani,Kinship,2024-04-08,2025-01-02,269,Behaviour concerns,3.48,False,False,2
0,Trans Female,Asian/British Asian - Indian,1,True,0,5,True,44,Female,White - British,In-House Fostering,2022-04-24,2023-07-01,433,Carer requests end,3.51,False,True,2
16,Male,White - British,5,True,3,4,True,47,Male,Asian/British Asian - Pakistani,Kinship,2025-02-22,2026-05-23,455,Planned move,4.01,False,False,6
7,Male,White - British,0,False,5,5,True,44,Male,White - British,External Fostering,2024-06-01,2024-11-05,157,Child requests end,2.01,True,True,1
4,Male,White - British,0,False,0,4,True,45,Trans Female,White - British,External Fostering,2024-06-20,2026-02-05,595,Behaviour concerns,7.81,True,True,1
5,Female,Asian/British Asian - Pakistani,5,True,2,3,True,47,Female,White - British,In-House Fostering,2024-08-07,2026-08-06,729,Child requests end,9.5,False,False,6
4,Trans Male,Asian/British Asian - Pakistani,1,True,0,0,False,57,Male,White - British,In-House Fostering,2024-03-23,2025-01-23,306,Planned move,0.55,False,True,2
9,Male,White - British,0,False,5,3,True,53,Male,White - British,External Fostering,2023-12-25,2024-08-03,222,Placement stability concerns,10.83,False,True,1
9,Male,White - British,0,False,0,1,False,35,Female,White - British,Kinship,2022-06-03,2022-06-16,13,Planned move,1.78,True,False,1
3,Male,Asian/British Asian - Pakistani,0,False,6,4,True,60,Male,White - Eastern European,Kinship,2022-03-24,2022-05-14,51,Placement stability concerns,0.49,False,True,1
8,Trans Female,White - Other,0,False,1,5,True,55,Female,Asian/British Asian - Pakistani,Kinship,2025-08-01,2025-12-14,135,Child requests end,3.81,False,False,1
2,Female,White - Eastern European,3,True,2,4,True,59,Male,White - British,Kinship,2025-05-08,2025-06-01,24,Child requests end,0.55,True,True,4
4,Female,Asian/British Asian - Pakistani,0,False,3,5,True,40,Female,Asian/British Asian - Pakistani,In-House Fostering,2024-01-30,2028-03-02,1493,Placement stability concerns,13.66,False,True,1
9,Non binary,Asian/British Asian - Pakistani,3,True,0,1,False,58,Male,White - British,In-House Fostering,2022-10-21,2023-07-11,263,Planned move,13.51,False,True,4
7,Female,Asian/British Asian - Pakistani,1,True,0,4,True,51,Trans Male,Asian/British Asian - Pakistani,External Fostering,2025-03-18,2025-05-01,44,Behaviour concerns,1.54,True,False,2
5,Trans Male,White - British,2,True,0,5,True,42,Male,White - British,External Fostering,2024-04-21,2024-05-13,22,Carer requests end,11.92,False,False,3
9,Non binary,White - British,0,False,7,3,True,46,Female,White - British,In-House Fostering,2024-02-14,2025-12-09,664,Placement stability concerns,7.59,True,False,1
13,Female,White - British,0,False,6,1,False,40,Male,White - British,In-House Fostering,2025-02-06,2025-02-27,21,Child requests end,12.12,False,True,1
8,Female,Asian/British Asian - Bangladeshi,4,True,1,5,True,35,Male,Asian/British Asian - Pakistani,External Fostering,2023-11-21,2025-02-01,438,Allegation,1.25,False,False,5
4,Male,Asian/British Asian - Pakistani,0,False,6,5,True,56,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-01-27,2025-01-02,341,Child requests end,9.61,False,True,1
6,Male,Dual Heritage - Black/White,2,True,3,4,True,59,Trans Male,White - Other,In-House Fostering,2023-07-14,2023-09-03,51,Allegation,4.81,True,True,3
10,Male,White - British,0,False,3,5,True,36,Non binary,White - British,External Fostering,2025-05-25,2027-03-05,649,Child requests end,4.33,True,True,1
5,Male,White - British,0,False,1,2,True,36,Non binary,White - British,External Fostering,2024-02-25,2024-03-16,20,Child requests end,11.11,False,True,1
9,Female,Asian/British Asian - Pakistani,0,False,2,1,False,49,Trans Male,Asian/British Asian - Pakistani,External Fostering,2024-05-12,2024-10-18,159,Planned move,2.98,True,True,1
10,Female,Asian/British Asian - Pakistani,0,False,2,1,False,43,Male,White - British,Residential,2022-02-27,2022-04-15,47,Carer requests end,97.43,False,True,1
3,Non binary,White - British,5,True,2,3,True,54,Trans Male,White - British,Residential,2022-04-15,2023-01-29,289,Behaviour concerns,18.54,True,True,6
0,Trans Male,White - British,0,False,4,5,True,45,Male,Asian/British Asian - Pakistani,Kinship,2022-04-18,2029-04-20,2559,Behaviour concerns,2.79,False,False,1
6,Male,Mixed - White/Black African,0,False,6,4,True,47,Male,White - British,External Fostering,2023-01-03,2023-07-15,193,Allegation,11.84,False,True,1
2,Female,White - Eastern European,5,True,6,2,True,52,Female,Mixed - White/Asian,In-House Fostering,2022-10-22,2023-10-16,359,Child requests end,3.8,False,True,6
4,Male,Black/Black British - Caribbean,0,False,1,3,True,60,Male,White - British,External Fostering,2024-07-08,2026-06-05,697,Carer requests end,4.51,False,True,1
8,Male,White - British,0,False,6,2,True,58,Non binary,White - British,In-House Fostering,2023-02-10,2023-04-09,58,Behaviour concerns,6.9,False,False,1
8,Male,White - British,0,False,7,1,False,36,Male,Asian/British Asian - Pakistani,External Fostering,2025-02-28,2026-04-13,409,Allegation,13.64,False,False,1
0,Female,White - British,3,True,3,1,False,40,Male,White - Central European,In-House Fostering,2023-06-19,2026-07-14,1121,Placement stability concerns,8.42,False,True,4
12,Male,White - British,0,False,6,0,False,57,Trans Male,White - British,In-House Fostering,2025-07-14,2026-09-15,428,Child requests end,9.72,False,True,1
7,Male,White - British,0,False,7,4,True,57,Female,White - British,Kinship,2022-05-28,2024-09-20,846,Planned move,0.94,False,True,1
14,Female,Dual Heritage - Black/White,0,False,1,5,True,41,Male,White - British,External Fostering,2024-08-19,2024-11-13,86,Behaviour concerns,0.54,True,True,1
5,Trans Male,White - British,3,True,1,2,True,51,Male,White - British,In-House Fostering,2023-03-24,2023-06-26,94,Child requests end,11.43,True,False,4
10,Trans Male,Asian/British Asian - Pakistani,0,False,2,2,True,44,Trans Female,Asian/British Asian - Pakistani,In-House Fostering,2023-04-18,2024-09-05,506,Allegation,9.5,True,False,1
13,Male,White - British,2,True,6,3,True,37,Male,Asian/British Asian - Pakistani,Kinship,2025-01-28,2027-01-13,715,Carer requests end,4.79,False,False,3
2,Male,Asian/British Asian - Other,0,False,7,4,True,41,Female,Mixed - White/Asian,In-House Fostering,2023-06-14,2024-04-22,313,Child requests end,9.12,True,False,1
7,Female,White - British,0,False,7,2,True,39,Male,White - British,In-House Fostering,2023-07-03,2023-07-26,23,Planned move,14.12,True,True,1
3,Female,Asian/British Asian - Pakistani,3,True,5,0,False,45,Trans Female,White - British,In-House Fostering,2022-05-18,2022-07-23,66,Allegation,12.17,True,True,4
9,Male,Asian/British Asian - Pakistani,0,False,1,3,True,43,Trans Male,White - British,In-House Fostering,2025-10-16,2026-03-24,159,Child requests end,1.3,False,True,1
6,Trans Male,Dual Heritage - Black/White,4,True,2,1,False,54,Trans Male,Asian/British Asian - Pakistani,In-House Fostering,2025-08-26,2027-12-14,840,Allegation,10.35,False,False,5
10,Male,White - British,5,True,0,1,False,49,Female,Asian/British Asian - Other,Kinship,2022-11-16,2025-04-08,874,Planned move,4.88,False,False,6
13,Female,Asian/British Asian - Indian,5,True,6,2,True,51,Female,Asian/British Asian - Pakistani,Kinship,2022-03-12,2023-08-27,533,Child requests end,0.19,False,False,6
7,Female,White - British,5,True,3,4,True,37,Female,Dual Heritage - Black/White,In-House Fostering,2022-04-11,2023-05-01,385,Placement stability concerns,7.3,False,False,6
12,Female,Asian/British Asian - Pakistani,4,True,2,3,True,60,Male,White - British,External Fostering,2025-09-16,2025-10-16,30,Child requests end,13.54,True,False,5
8,Trans Male,White - British,0,False,3,4,True,37,Female,Black/Black British - African,Residential,2022-02-20,2025-03-09,1113,Child requests end,41.88,True,True,1
7,Trans Female,White - British,0,False,2,5,True,43,Male,White - British,External Fostering,2025-05-20,2026-04-10,325,Behaviour concerns,0.68,True,True,1
9,Trans Male,Asian/British Asian - Pakistani,3,True,2,5,True,36,Male,White - British,In-House Fostering,2023-10-23,2024-01-29,98,Planned move,18.66,False,True,4
12,Male,White - British,4,True,0,3,True,41,Female,White - British,External Fostering,2025-02-06,2025-04-15,68,Child requests end,7.8,False,True,5
5,Female,White - British,4,True,2,0,False,49,Male,White - British,External Fostering,2025-06-03,2026-10-01,485,Placement stability concerns,3.85,True,True,5
9,Female,White - British,4,True,2,5,True,59,Female,Asian/British Asian - Bangladeshi,Residential,2023-09-03,2023-11-01,59,Allegation,94.47,False,False,5
6,Female,Asian/British Asian - Pakistani,0,False,4,0,False,39,Trans Male,White - Eastern European,In-House Fostering,2025-07-27,2025-08-26,30,Behaviour concerns,18.55,True,True,1
8,Male,Asian/British Asian - Pakistani,0,False,6,1,False,42,Female,White - British,In-House Fostering,2024-10-30,2025-06-21,234,Planned move,9.38,True,True,1
6,Male,Asian/British Asian - Pakistani,5,True,6,2,True,37,Trans Male,Asian/British Asian - Other,In-House Fostering,2023-02-05,2025-05-02,817,Planned move,11.05,True,False,6
11,Female,White - British,0,False,5,0,False,40,Female,White - British,In-House Fostering,2022-06-11,2022-11-12,154,Child requests end,6.47,True,True,1
9,Trans Male,White - British,0,False,6,3,True,57,Non binary,White - British,Kinship,2024-07-17,2024-10-11,86,Carer requests end,2.13,False,True,1
1,Female,Asian/British Asian - Pakistani,0,False,7,2,True,57,Trans Female,White - British,In-House Fostering,2024-07-20,2026-05-25,674,Carer requests end,6.46,True,True,1
4,Male,White - British,3,True,3,1,False,60,Female,Black/Black British - Caribbean,Kinship,2024-08-22,2024-09-28,37,Planned move,1.04,True,False,4
9,Trans Male,White - British,3,True,0,0,False,50,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-04-13,2023-07-29,107,Allegation,7.89,True,True,4
9,Female,Black/Black British - African,0,False,1,2,True,41,Non binary,White - British,In-House Fostering,2023-02-11,2024-05-21,465,Placement stability concerns,15.79,True,True,1
5,Female,White - British,2,True,1,4,True,55,Trans Male,Mixed - Other,External Fostering,2024-06-20,2025-05-04,318,Placement stability concerns,11.76,False,False,3
10,Female,Black/Black British - African,5,True,7,4,True,51,Male,White - British,Kinship,2024-02-15,2024-03-23,37,Behaviour concerns,4.42,True,False,6
5,Trans Male,Asian/British Asian - Pakistani,3,True,4,5,True,51,Male,White - British,External Fostering,2024-07-06,2025-01-22,200,Allegation,3.81,False,False,4
7,Male,White - British,0,False,0,0,False,46,Female,Asian/British Asian - Other,External Fostering,2022-12-14,2027-07-31,1690,Behaviour concerns,1.24,True,False,1
8,Trans Male,White - Eastern European,0,False,4,0,False,38,Female,White - British,In-House Fostering,2024-09-05,2024-12-09,95,Allegation,14.99,True,True,1
9,Non binary,White - British,0,False,7,5,True,37,Trans Female,White - British,In-House Fostering,2024-01-15,2024-01-30,15,Child requests end,0.17,True,True,1
9,Female,Asian/British Asian - Pakistani,0,False,7,2,True,36,Male,Asian/British Asian - Bangladeshi,In-House Fostering,2025-06-06,2033-06-24,2940,Planned move,8.67,False,False,1
7,Trans Male,White - Eastern European,0,False,5,0,False,57,Male,Asian/British Asian - Pakistani,External Fostering,2025-06-03,2026-12-06,551,Carer requests end,11.94,False,False,1
11,Female,White - British,0,False,2,2,True,46,Female,White - British,External Fostering,2024-08-09,2024-08-31,22,Child requests end,9.68,True,False,1
1,Male,White - British,0,False,4,2,True,58,Trans Female,White - British,External Fostering,2025-06-20,2027-11-05,868,Allegation,18.05,True,False,1
10,Male,White - British,0,False,3,1,False,57,Male,White - British,Residential,2025-05-02,2026-09-06,492,Planned move,45.68,True,False,1
8,Male,Asian/British Asian - Pakistani,0,False,7,3,True,50,Female,Asian/British Asian - Pakistani,Kinship,2024-09-26,2024-11-12,47,Planned move,3.49,False,True,1
12,Trans Female,Asian/British Asian - Pakistani,0,False,7,1,False,44,Female,Asian/British Asian - Pakistani,Kinship,2023-05-04,2024-05-07,369,Allegation,2.21,False,False,1
8,Male,White - British,1,True,3,3,True,54,Male,White - British,External Fostering,2023-09-30,2025-10-28,759,Carer requests end,3.76,False,True,2
8,Female,White - Eastern European,4,True,1,0,False,40,Trans Male,Asian/British Asian - Other,In-House Fostering,2022-07-12,2022-12-03,144,Child requests end,9.07,True,False,5
13,Female,Asian/British Asian - Pakistani,0,False,4,1,False,37,Trans Male,Asian/British Asian - Pakistani,Residential,2022-08-31,2022-12-02,93,Behaviour concerns,96.73,False,False,1
7,Male,Mixed - White/Asian,1,True,6,2,True,40,Female,White - British,In-House Fostering,2025-05-26,2025-07-20,55,Allegation,13.86,True,False,2
7,Female,White - British,0,False,0,0,False,39,Female,White - British,In-House Fostering,2025-05-03,2025-12-21,232,Allegation,3.88,True,True,1
8,Male,White - British,0,False,1,5,True,49,Trans Male,White - British,Kinship,2025-09-25,2026-08-09,318,Carer requests end,3.58,True,True,1
10,Trans Female,White - British,2,True,7,4,True,37,Non binary,White - British,External Fostering,2022-03-06,2022-03-07,1,Child requests end,3.72,False,True,3
12,Male,White - British,1,True,2,2,True,48,Female,White - British,In-House Fostering,2024-09-10,2026-05-17,614,Behaviour concerns,10.87,True,True,2
