Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement End Time Period,Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home,Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement,
14,Female,White – British,0,True,16,[52],Special Guardianship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,784.52,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,6,including Mainstream,['Roma'],Special Guardianship,False,False,False,
17,Trans Male,White – British,0,False,18,[43],Adoption,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,169.18,False,N/A,6,N/A,16,including Mainstream,['Refused'],Adoption,True,True,False,
10,Male,White – British,0,True,15,[71],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,638.0,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,16,including Mainstream,['Mixed - White/Asian'],Long Term Foster,False,True,False,
13,Female,White – British,0,True,18,[38],Special Guardianship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,882.69,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,0,including Mainstream,['Black/Black British – African'],Special Guardianship,True,False,False,
14,Male,White – British,0,True,15,[30],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,445.18,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,5,including Mainstream,['White - Central European'],Respite Foster,True,False,False,
4,Male,White – British,0,True,16,[50],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,294.65,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,11,including Mainstream,['Traveller – Other'],Emergency Foster,False,False,False,
8,Male,White – British,0,False,13,[47],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,474.75,False,N/A,0,N/A,4,including Mainstream,['Black/Black British – Other'],Respite Foster,False,False,False,
2,Female,Dual Heritage - Black/White,0,False,12,[46],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,True,203.88,True,N/A,8,N/A,1,including Mainstream,['Traveller of Irish Heritage'],Respite Foster,False,False,False,
3,Female,White – British,0,False,14,[73],Fostering - Short Term,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,True,783.21,False,N/A,3,N/A,5,including Mainstream,['Asian/British Asian – Indian'],Short Term Foster,False,True,False,
3,Male,White – British,0,True,11,[27],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,590.62,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,13,including Mainstream,['Traveller – Other'],Adoption,True,True,False,
2,Female,Asian/British Asian – Pakistani,0,True,10,[72],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,841.88,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,9,including Mainstream,['Refused'],Kinship,True,False,False,
1,Female,White – British,0,True,12,[40],Adoption,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,639.41,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,12,including Mainstream,['Asian/British Asian – Bangladeshi'],Adoption,False,False,False,
16,Female,White – British,0,True,18,[56],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,81.26,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,14,including Mainstream,['White - Eastern European'],Long Term Foster,False,False,False,
1,Female,White – British,0,False,12,[73],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],False,True,157.52,False,N/A,0,N/A,6,including Mainstream,['Mixed - White/Black Caribbean'],Respite Foster,True,False,True,
1,Trans Female,White – British,0,False,13,[33],Residential,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,True,796.56,False,N/A,8,N/A,15,including Mainstream,['Black/Black British – Other'],Residential,False,False,False,
17,Trans Male,White – British,0,False,18,[36],Fostering - Emergency,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,False,370.96,True,N/A,8,N/A,13,including Mainstream,['Traveller of Irish Heritage'],Emergency Foster,True,False,False,
14,Trans Male,White – British,0,False,16,[33],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,624.28,True,N/A,1,N/A,1,including Mainstream,['Asian/British Asian – Other'],Respite Foster,False,False,False,
16,Female,Asian/British Asian – Pakistani,0,True,17,[51],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,680.21,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,15,including Mainstream,['Gypsy'],Adoption,True,False,False,
4,Female,Asian/British Asian – Pakistani,0,True,17,[29],Fostering - Long Term,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,919.9,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,3,including Mainstream,['Traveller of Irish Heritage'],Long Term Foster,False,False,False,
10,Trans Male,White – British,0,False,15,[43],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,471.62,True,N/A,7,N/A,17,including Mainstream,['Mixed - White/Black Caribbean'],Emergency Foster,True,False,False,
1,Female,Asian/British Asian – Pakistani,0,True,8,[70],Fostering - Emergency,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],False,True,835.64,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,6,including Mainstream,['Dual Heritage - Black/White'],Emergency Foster,True,False,False,
4,Male,White – British,0,True,12,[28],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,316.1,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,10,including Mainstream,['NULL'],Kinship,False,False,False,
13,Female,Asian/British Asian – Pakistani,0,False,18,[62],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,88.86,False,N/A,7,N/A,3,including Mainstream,['Black/Black British – Caribbean'],Short Term Foster,False,True,False,
16,Male,Asian/British Asian – Pakistani,0,True,17,[44],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,294.18,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,11,including Mainstream,['Gypsy'],Short Term Foster,False,True,False,
13,Trans Female,White – British,0,True,16,[64],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,946.56,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,8,including Mainstream,['Unknown'],Respite Foster,False,False,False,
6,Male,White - Central European,0,False,14,[32],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,43.21,True,N/A,8,N/A,12,including Mainstream,['Refused'],Emergency Foster,True,False,False,
1,Female,Asian/British Asian – Pakistani,0,True,11,[44],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,309.73,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,14,including Mainstream,['Roma'],Adoption,True,False,False,
12,Male,White – British,0,True,16,[70],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,506.22,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,8,including Mainstream,['Black/Black British – African'],Respite Foster,True,False,False,
4,Female,Asian/British Asian – Pakistani,0,True,14,[51],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,748.28,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,13,including Mainstream,['Mixed - White/Asian'],Short Term Foster,False,True,False,
3,Female,White – British,0,True,11,[44],Special Guardianship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,748.72,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,17,including Mainstream,['Asian/British Asian – Other'],Special Guardianship,True,True,False,
13,Male,Mixed - White/Black Caribbean,0,False,18,[32],Fostering - Long Term,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,480.77,True,N/A,7,N/A,12,including Mainstream,['Roma'],Long Term Foster,False,False,False,
2,Female,White – British,0,False,12,[34],Fostering - Emergency,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,327.82,False,N/A,2,N/A,3,including Mainstream,['Gypsy'],Emergency Foster,False,False,False,
13,Trans Female,White - Eastern European,0,True,16,[41],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,794.0,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,1,including Mainstream,['Asian/British Asian – Bangladeshi'],Long Term Foster,True,False,False,
9,Male,White – British,0,False,12,[62],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,856.34,False,N/A,3,N/A,2,including Mainstream,['Asian/British Asian – Indian'],Emergency Foster,False,False,False,
3,Male,White – British,0,False,11,[67],Special Guardianship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,223.84,True,N/A,4,N/A,2,including Mainstream,['Mixed - White/Black Caribbean'],Special Guardianship,False,True,False,
16,Female,White – British,0,False,17,[54],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],True,True,307.28,True,N/A,7,N/A,2,including Mainstream,['Black/Black British – Caribbean'],Long Term Foster,True,False,False,
10,Male,Asian/British Asian – Pakistani,0,True,15,[69],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,66.86,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,11,including Mainstream,['Other Ethnic Group'],Respite Foster,True,True,False,
9,Trans Female,Asian/British Asian – Pakistani,0,True,15,[69],Fostering - Short Term,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,910.88,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,0,including Mainstream,['Asian/British Asian – Indian'],Short Term Foster,True,True,False,
14,Female,White – British,0,True,18,[65],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,751.23,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,17,including Mainstream,['Refused'],Short Term Foster,True,False,False,
15,Male,Asian/British Asian – Pakistani,0,True,17,[38],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,72.48,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,12,including Mainstream,['Asian/British Asian – Other'],Residential,False,True,True,
14,Male,Asian/British Asian – Pakistani,0,False,17,[25],Special Guardianship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],False,False,614.49,True,N/A,0,N/A,2,including Mainstream,['Mixed - White/Black Caribbean'],Special Guardianship,True,False,False,
12,Male,White – British,0,False,13,[49],Kinship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,695.07,False,N/A,6,N/A,11,including Mainstream,['Gypsy / Roma'],Kinship,False,False,False,
7,Trans Male,White – Other,0,True,11,[55],Residential,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,49.06,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,8,including Mainstream,['White – British'],Residential,False,False,False,
13,Female,White – British,0,True,15,[57],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,True,587.31,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,11,including Mainstream,['Mixed - White/Black African'],Respite Foster,True,True,False,
2,Female,Mixed - White/Black Caribbean,0,True,6,[55],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,True,216.98,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,9,including Mainstream,['Gypsy'],Adoption,False,False,False,
10,Female,White – British,0,False,11,[69],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,459.79,True,N/A,8,N/A,0,including Mainstream,['Gypsy / Roma'],Short Term Foster,False,True,False,
1,Female,Mixed – Other,0,True,17,[41],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,790.74,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,16,including Mainstream,['White - Eastern European'],Short Term Foster,False,False,False,
9,Trans Female,White – British,0,True,12,[42],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,307.9,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,16,including Mainstream,['Gypsy'],Short Term Foster,True,True,False,
9,Male,Asian/British Asian – Pakistani,0,False,18,[61],Kinship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,True,747.37,True,N/A,4,N/A,2,including Mainstream,['Mixed - White/Black Caribbean'],Kinship,False,False,False,
12,Male,White – British,0,False,18,[59],Residential,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,836.35,True,N/A,3,N/A,12,including Mainstream,['Gypsy'],Residential,False,True,False,
14,Male,White – British,0,False,15,[27],Residential,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,552.57,True,N/A,3,N/A,15,including Mainstream,['White – Irish'],Residential,True,False,False,
7,Male,Asian/British Asian – Pakistani,0,False,16,[58],Fostering - Short Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,True,569.7,False,N/A,2,N/A,3,including Mainstream,['Asian/British Asian – Other'],Short Term Foster,True,True,False,
4,Female,White – British,0,True,15,[34],Adoption,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,500.53,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,12,including Mainstream,['White – Other'],Adoption,False,False,True,
14,Male,White – British,0,False,15,[42],Fostering - Short Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,True,424.32,False,N/A,2,N/A,12,including Mainstream,['Mixed - White/Asian'],Short Term Foster,True,False,False,
10,Female,White – British,0,True,17,[39],Special Guardianship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,91.11,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,15,including Mainstream,['Black/Black British – African'],Special Guardianship,False,False,False,
14,Trans Male,White – British,0,True,18,[34],Fostering - Short Term,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,286.48,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,9,including Mainstream,['Asian/British Asian – Bangladeshi'],Short Term Foster,False,False,False,
5,Female,White – British,0,True,11,[51],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,234.33,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,4,including Mainstream,['Asian/British Asian – Other'],Emergency Foster,False,True,False,
8,Trans Male,White – British,0,False,15,[74],Fostering - Respite,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,202.88,False,N/A,3,N/A,2,including Mainstream,['Gypsy / Roma'],Respite Foster,False,False,False,
9,Trans Male,White – British,0,False,15,[53],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,True,695.26,False,N/A,8,N/A,12,including Mainstream,['White - Eastern European'],Short Term Foster,True,True,False,
16,Female,Asian/British Asian – Indian,0,False,17,[54],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,159.19,True,N/A,2,N/A,7,including Mainstream,['Other Ethnic Group'],Long Term Foster,False,True,False,
5,Trans Male,Asian/British Asian – Pakistani,0,True,9,[27],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,979.79,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,2,including Mainstream,['Asian/British Asian – Indian'],Adoption,True,False,False,
17,Female,White - Eastern European,0,False,18,[41],Special Guardianship,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,669.04,False,N/A,8,N/A,1,including Mainstream,['Dual Heritage - Black/White'],Special Guardianship,True,True,False,
13,Male,White – British,0,False,17,[65],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,False,489.76,False,N/A,7,N/A,9,including Mainstream,['Mixed - White/Black Caribbean'],Emergency Foster,False,False,False,
5,Trans Female,Asian/British Asian – Pakistani,0,False,14,[52],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,253.08,True,N/A,8,N/A,3,including Mainstream,['White - Central European'],Respite Foster,False,True,False,
14,Female,Gypsy / Roma,0,False,17,[75],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,583.57,False,N/A,7,N/A,1,including Mainstream,['White - Central European'],Emergency Foster,False,False,False,
7,Male,White - Central European,0,True,15,[49],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,432.18,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,0,including Mainstream,['Asian/British Asian – Other'],Long Term Foster,True,True,False,
1,Female,White – British,0,True,13,[29],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,False,44.46,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,13,including Mainstream,['Gypsy'],Long Term Foster,False,False,False,
10,Female,Asian/British Asian – Pakistani,0,True,16,[36],Fostering - Long Term,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,734.86,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,17,including Mainstream,['Dual Heritage - Black/White'],Long Term Foster,True,False,False,
14,Male,White – British,0,False,16,[25],Kinship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],False,True,774.85,False,N/A,1,N/A,11,including Mainstream,['Asian/British Asian – Other'],Kinship,False,False,False,
13,Male,White – British,0,True,17,[35],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,360.4,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,1,including Mainstream,['Roma'],Adoption,False,False,False,
10,Male,White – British,0,True,18,[64],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,24.02,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,9,including Mainstream,['Gypsy'],Kinship,True,False,False,
17,Female,Asian/British Asian – Pakistani,0,False,18,[59],Special Guardianship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,310.91,False,N/A,5,N/A,4,including Mainstream,['White - Central European'],Special Guardianship,True,False,True,
15,Trans Female,Asian/British Asian – Pakistani,0,True,17,[72],Residential,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,921.21,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,3,including Mainstream,['Information Not Yet Obtained'],Residential,False,False,False,
14,Male,White – British,0,True,18,[29],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,553.86,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,15,including Mainstream,['Mixed - White/Black African'],Residential,False,False,True,
8,Trans Male,White – British,0,False,15,[63],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,467.9,True,N/A,7,N/A,11,including Mainstream,['Unknown'],Respite Foster,False,False,False,
7,Trans Female,White – British,0,False,15,[51],Special Guardianship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],False,True,115.28,False,N/A,0,N/A,12,including Mainstream,['Mixed - White/Asian'],Special Guardianship,False,False,False,
16,Trans Female,Asian/British Asian – Other,0,False,18,[30],Fostering - Short Term,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,True,909.22,True,N/A,4,N/A,17,including Mainstream,['Dual Heritage - Black/White'],Short Term Foster,True,True,False,
4,Female,Asian/British Asian – Pakistani,0,True,8,[52],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,623.62,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,1,including Mainstream,['White - Eastern European'],Long Term Foster,False,False,False,
0,Trans Female,Asian/British Asian – Pakistani,0,True,7,[72],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,138.39,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,8,including Mainstream,['Asian/British Asian – Chinese'],Long Term Foster,False,False,False,
12,Male,White – British,0,True,15,[28],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,216.13,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,5,including Mainstream,['Mixed - White/Asian'],Emergency Foster,False,True,False,
7,Trans Female,White – British,0,True,11,[44],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,693.18,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,6,including Mainstream,['Mixed - White/Black Caribbean'],Kinship,True,False,False,
14,Female,White - Eastern European,0,True,16,[45],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,831.74,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,0,including Mainstream,['Dual Heritage - Black/White'],Respite Foster,False,False,False,
9,Non binary,Asian/British Asian – Pakistani,0,False,16,[33],Fostering - Respite,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,446.33,False,N/A,3,N/A,17,including Mainstream,['Asian/British Asian – Indian'],Respite Foster,True,False,True,
10,Male,White – British,0,False,17,[54],Kinship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,False,195.72,True,N/A,6,N/A,12,including Mainstream,['Asian/British Asian – Indian'],Kinship,True,False,False,
1,Male,Asian/British Asian – Pakistani,0,False,9,[28],Residential,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,True,504.79,True,N/A,5,N/A,16,including Mainstream,['White - Eastern European'],Residential,False,False,False,
5,Male,Asian/British Asian – Pakistani,0,True,8,[25],Kinship,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,962.78,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,8,including Mainstream,['Mixed - White/Asian'],Kinship,False,False,False,
4,Non binary,Black/Black British – Other,0,True,17,[48],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,418.46,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,3,including Mainstream,['NULL'],Emergency Foster,False,False,False,
11,Female,White – British,0,False,14,[39],Fostering - Respite,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],False,False,601.37,False,N/A,1,N/A,5,including Mainstream,['Asian/British Asian – Bangladeshi'],Respite Foster,False,False,False,
12,Female,Asian/British Asian – Bangladeshi,0,True,16,[51],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,446.48,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,17,including Mainstream,['Gypsy'],Residential,False,False,False,
0,Female,White – British,0,True,8,[36],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,887.22,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,15,including Mainstream,['Black/Black British – Caribbean'],Respite Foster,False,False,True,
2,Female,Asian/British Asian – Pakistani,0,True,8,[74],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,818.09,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,16,including Mainstream,['Mixed - White/Black Caribbean'],Residential,False,False,False,
17,Trans Female,White – British,0,True,18,[72],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],False,False,543.66,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,1,including Mainstream,['Other Ethnic Group'],Long Term Foster,False,False,False,
14,Female,Asian/British Asian – Pakistani,0,True,17,[31],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,718.68,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,2,including Mainstream,['White - Eastern European'],Emergency Foster,False,False,False,
17,Male,Asian/British Asian – Pakistani,0,False,18,[31],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,740.79,False,N/A,4,N/A,2,including Mainstream,['Gypsy / Roma'],Emergency Foster,False,False,False,
12,Female,White – British,0,True,16,[56],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,710.95,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,6,including Mainstream,['Gypsy'],Respite Foster,True,False,False,
15,Female,White – British,0,False,16,[41],Adoption,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,False,345.75,True,N/A,6,N/A,11,including Mainstream,['Black/Black British – Other'],Adoption,False,False,False,
15,Trans Male,Asian/British Asian – Indian,0,False,17,[61],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,435.85,False,N/A,7,N/A,8,including Mainstream,['Unknown'],Emergency Foster,False,False,False,
3,Male,Asian/British Asian – Pakistani,0,True,15,[53],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,108.91,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,7,including Mainstream,['Mixed – Other'],Long Term Foster,False,False,False,
4,Male,White – Other,0,True,11,[40],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,True,472.26,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,6,including Mainstream,['Information Not Yet Obtained'],Long Term Foster,False,False,False,
