Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement Time Period (days),Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home (miles),Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement
5,Male,White - British,0,TRUE,18,56,Adoption,0,1,19/09/2023 00:00,Child requests placement end,382,1,Female,TRUE,TRUE,10.86,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Adoption,TRUE,FALSE,TRUE
2,Male,White - British,0,TRUE,11,65,Fostering - Short Term,4,1,04/10/2022 00:00,Approval removed,927,1,Non binary,TRUE,TRUE,0.34,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Kinship,TRUE,FALSE,FALSE
2,Female,Black/Black British - African,0,TRUE,4,71,Fostering - Short Term,2,1,14/09/2022 00:00,Carer requests placement end due to child's behaviour,598,1,Male,TRUE,FALSE,18.2,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Short Term Foster,TRUE,TRUE,FALSE
5,Male,Gypsy,0,FALSE,9,61,Fostering - Long Term,5,1,24/08/2025 00:00,N/A,176,1,Male,TRUE,FALSE,9.65,FALSE,N/A,6,N/A,0,including Mainstream,Black/Black British - Other,Long Term Foster,FALSE,TRUE,FALSE
5,Male,White - British,0,TRUE,10,73,Fostering - Short Term,6,1,21/12/2024 00:00,Approval removed,96,1,Trans Male,TRUE,TRUE,3.4,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,FALSE,TRUE
1,Male,White - British,0,TRUE,17,32,Fostering - Short Term,1,1,16/01/2025 00:00,Approval removed,640,1,Male,TRUE,TRUE,4.03,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Kinship,TRUE,FALSE,FALSE
0,Trans Female,White - British,0,TRUE,7,46,Fostering - Short Term,7,1,28/03/2023 00:00,Approval removed,183,1,Trans Male,TRUE,FALSE,4.03,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,FALSE,TRUE
8,Non binary,Asian/British Asian - Pakistani,0,TRUE,13,71,Fostering - Short Term,7,1,20/05/2023 00:00,Child requests placement end,67,1,Female,TRUE,FALSE,12.35,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Short Term Foster,FALSE,FALSE,TRUE
14,Female,Asian/British Asian - Bangladeshi,0,FALSE,17,28,Kinship,1,1,29/09/2025 00:00,N/A,63,1,Trans Male,TRUE,FALSE,1.98,FALSE,N/A,6,N/A,0,including Mainstream,Black/Black British - African,Kinship,TRUE,TRUE,FALSE
3,Male,White - British,0,FALSE,11,25,Kinship,3,1,03/08/2022 00:00,N/A,6,1,Female,TRUE,TRUE,1.91,TRUE,N/A,2,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,TRUE,FALSE,FALSE
4,Female,White - British,0,TRUE,7,52,Fostering - Short Term,5,1,22/02/2025 00:00,Approval removed,68,1,Male,TRUE,FALSE,2.37,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Kinship,TRUE,TRUE,FALSE
16,Male,White - British,0,TRUE,17,73,Fostering - Short Term,0,1,24/12/2024 00:00,Approval removed,156,1,Trans Female,FALSE,FALSE,2.25,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Kinship,FALSE,FALSE,TRUE
4,Trans Female,Asian/British Asian - Pakistani,0,TRUE,15,63,Kinship,3,1,19/02/2025 00:00,Allegation (S47),133,1,Male,TRUE,FALSE,2,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,White - Eastern European,Kinship,TRUE,FALSE,FALSE
17,Female,White - British,0,FALSE,18,34,Fostering - Short Term,6,1,19/09/2024 00:00,N/A,88,1,Male,TRUE,TRUE,7.35,FALSE,N/A,6,N/A,0,including Mainstream,Mixed - Other,Short Term Foster,TRUE,TRUE,TRUE
2,Trans Male,White - British,0,TRUE,9,28,Fostering - Short Term,0,1,03/09/2025 00:00,Child requests placement end,349,1,Male,TRUE,TRUE,15.82,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Short Term Foster,FALSE,FALSE,FALSE
9,Trans Male,White - British,0,TRUE,16,69,Fostering - Short Term,5,1,18/09/2023 00:00,Allegation (S47),407,1,Trans Female,TRUE,FALSE,0.26,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Short Term Foster,TRUE,FALSE,TRUE
17,Male,White - British,0,FALSE,18,34,Residential,6,1,20/08/2024 00:00,N/A,869,1,Female,TRUE,FALSE,53.37,TRUE,N/A,5,N/A,0,including Mainstream,Mixed - Other,Residential,FALSE,TRUE,TRUE
0,Male,White - Other,0,TRUE,16,63,Kinship,0,1,07/11/2023 00:00,Carer requests placement end due to child's behaviour,474,1,Female,TRUE,FALSE,0.45,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Roma,Adoption,FALSE,FALSE,TRUE
13,Female,Asian/British Asian - Pakistani,0,TRUE,18,64,Fostering - Short Term,5,1,08/09/2022 00:00,Carer requests placement end due to child's behaviour,71,1,Trans Male,TRUE,FALSE,1.51,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Kinship,TRUE,FALSE,FALSE
5,Female,Asian/British Asian - Pakistani,0,TRUE,9,37,Fostering - Short Term,2,1,06/11/2023 00:00,Carer requests placement end due to child's behaviour,520,1,Female,TRUE,TRUE,16.6,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,TRUE,FALSE,TRUE
10,Female,Asian/British Asian - Pakistani,0,FALSE,15,29,Residential,5,1,02/06/2023 00:00,N/A,662,1,Trans Female,TRUE,FALSE,40.97,FALSE,N/A,4,N/A,0,including Mainstream,White - Eastern European,Residential,FALSE,TRUE,FALSE
13,Non binary,White - British,0,TRUE,17,27,Fostering - Short Term,6,1,15/10/2023 00:00,Child requests placement end,41,1,Trans Female,TRUE,FALSE,0.63,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,FALSE,TRUE,TRUE
14,Female,White - British,0,FALSE,17,60,Kinship,7,1,28/08/2025 00:00,N/A,46,1,Trans Female,TRUE,TRUE,3.12,TRUE,N/A,6,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,TRUE,TRUE,TRUE
16,Female,White - British,0,TRUE,17,61,Fostering - Short Term,0,1,29/01/2025 00:00,Approval removed,241,1,Female,TRUE,TRUE,1.18,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy,Kinship,FALSE,FALSE,FALSE
17,Female,White - British,0,TRUE,18,36,Kinship,3,1,16/03/2023 00:00,Planned move to long-term fostering,1,1,Trans Female,TRUE,TRUE,0.67,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Caribbean,Kinship,TRUE,TRUE,TRUE
4,Female,White - British,0,FALSE,17,63,Fostering - Short Term,5,1,09/04/2022 00:00,N/A,115,1,Male,TRUE,FALSE,3.71,FALSE,N/A,6,N/A,0,including Mainstream,Gypsy,Short Term Foster,FALSE,FALSE,TRUE
10,Female,White - British,0,FALSE,12,65,Kinship,6,1,08/03/2022 00:00,N/A,854,1,Trans Male,TRUE,FALSE,3.2,TRUE,N/A,0,N/A,0,including Mainstream,White - Central European,Kinship,TRUE,FALSE,TRUE
6,Female,Asian/British Asian - Pakistani,0,TRUE,14,42,Kinship,4,1,29/08/2023 00:00,Allegation (S47),994,1,Female,TRUE,TRUE,2.81,TRUE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,FALSE,FALSE
14,Trans Male,Asian/British Asian - Pakistani,0,TRUE,15,26,Fostering - Short Term,3,1,08/03/2024 00:00,Planned move to long-term fostering,84,1,Female,TRUE,FALSE,7.11,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Short Term Foster,TRUE,FALSE,FALSE
1,Trans Female,White - British,0,FALSE,5,71,Kinship,7,1,10/05/2024 00:00,N/A,167,1,Trans Female,TRUE,FALSE,4,FALSE,N/A,6,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,FALSE,TRUE
9,Trans Male,White - British,0,TRUE,13,56,Fostering - Short Term,3,1,08/08/2025 00:00,Approval removed,165,1,Non binary,TRUE,FALSE,2.33,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,FALSE,FALSE
16,Trans Male,White - British,0,FALSE,17,67,Kinship,2,1,17/10/2022 00:00,N/A,52,1,Non binary,TRUE,TRUE,3.05,TRUE,N/A,4,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,FALSE,FALSE
3,Female,Black/Black British - Caribbean,0,TRUE,12,48,Kinship,2,1,11/02/2022 00:00,Child requests placement end,567,1,Male,FALSE,TRUE,4.67,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,FALSE
11,Non binary,White - British,0,FALSE,13,32,Kinship,2,1,14/02/2022 00:00,N/A,243,1,Female,TRUE,TRUE,3.96,FALSE,N/A,6,N/A,0,including Mainstream,Black/Black British - Caribbean,Kinship,TRUE,FALSE,FALSE
2,Female,Asian/British Asian - Pakistani,0,TRUE,4,74,Fostering - Short Term,6,1,11/07/2022 00:00,Approval removed,775,1,Male,TRUE,TRUE,4.35,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,FALSE,TRUE,TRUE
15,Trans Female,White - British,0,TRUE,17,58,Adoption,0,1,08/12/2024 00:00,Child requests placement end,296,1,Female,TRUE,TRUE,15.68,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Adoption,TRUE,FALSE,TRUE
14,Male,Asian/British Asian - Pakistani,0,TRUE,17,72,Fostering - Short Term,4,1,02/07/2025 00:00,Approval removed,80,1,Male,TRUE,FALSE,4.93,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Kinship,FALSE,FALSE,TRUE
9,Male,White - British,0,FALSE,13,36,Kinship,1,1,23/05/2024 00:00,N/A,195,1,Trans Female,TRUE,FALSE,0.14,FALSE,N/A,6,N/A,0,including Mainstream,White - Irish,Kinship,FALSE,FALSE,FALSE
3,Male,White - British,0,FALSE,14,53,Adoption,7,1,24/04/2024 00:00,N/A,934,1,Trans Female,TRUE,FALSE,7.34,FALSE,N/A,0,N/A,0,including Mainstream,Traveller of Irish Heritage,Adoption,TRUE,FALSE,FALSE
5,Female,White - British,0,TRUE,6,63,Kinship,4,1,18/10/2025 00:00,Carer requests placement end due to child's behaviour,163,1,Male,TRUE,FALSE,1.76,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,FALSE,TRUE
1,Male,Asian/British Asian - Bangladeshi,0,TRUE,5,33,Kinship,4,1,09/02/2025 00:00,Carer requests placement end due to child's behaviour,81,1,Non binary,FALSE,TRUE,10.56,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy,Short Term Foster,FALSE,FALSE,FALSE
16,Female,White - British,0,TRUE,18,50,Fostering - Short Term,1,1,30/01/2023 00:00,Child requests placement end,4,1,Female,TRUE,TRUE,3.97,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Dual Heritage - Black/White,Short Term Foster,TRUE,FALSE,TRUE
7,Trans Male,Asian/British Asian - Other,0,FALSE,17,56,Kinship,0,1,14/09/2023 00:00,N/A,4,1,Non binary,TRUE,TRUE,3.67,FALSE,N/A,6,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,TRUE,FALSE
5,Female,Asian/British Asian - Pakistani,0,TRUE,18,75,Kinship,4,1,20/08/2025 00:00,Child requests placement end,883,1,Trans Female,TRUE,FALSE,2.39,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,FALSE,TRUE
11,Trans Female,White - Eastern European,0,TRUE,15,30,Residential,5,1,05/02/2023 00:00,Child requests placement end,648,1,Female,TRUE,FALSE,92.68,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Residential,TRUE,FALSE,FALSE
12,Female,White - British,0,FALSE,16,45,Fostering - Short Term,1,1,10/09/2024 00:00,N/A,559,1,Male,TRUE,FALSE,12.87,TRUE,N/A,7,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,TRUE,FALSE,TRUE
17,Male,Asian/British Asian - Pakistani,0,TRUE,18,31,Kinship,3,1,21/12/2022 00:00,Child requests placement end,55,1,Trans Female,TRUE,TRUE,2.2,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Kinship,TRUE,FALSE,TRUE
9,Trans Female,White - British,0,FALSE,10,75,Kinship,1,1,13/11/2022 00:00,N/A,729,1,Non binary,FALSE,TRUE,0.3,FALSE,N/A,1,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,FALSE
9,Female,White - British,0,TRUE,10,29,Fostering - Short Term,1,1,20/02/2025 00:00,Approval removed,861,1,Female,TRUE,FALSE,1.56,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,FALSE,FALSE
0,Female,White - British,0,TRUE,12,69,Kinship,1,1,23/11/2024 00:00,Carer requests placement end due to child's behaviour,138,1,Non binary,TRUE,FALSE,5.08,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black African,Short Term Foster,FALSE,FALSE,TRUE
0,Trans Female,White - British,0,FALSE,14,42,Kinship,3,1,26/11/2022 00:00,N/A,885,1,Male,TRUE,TRUE,3.62,TRUE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Chinese,Kinship,TRUE,FALSE,FALSE
10,Male,Asian/British Asian - Pakistani,0,TRUE,15,49,Fostering - Short Term,4,1,22/12/2023 00:00,Approval removed,581,1,Trans Male,TRUE,FALSE,1.45,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Kinship,TRUE,FALSE,FALSE
12,Male,White - British,0,TRUE,15,55,Fostering - Short Term,2,1,19/01/2024 00:00,Approval removed,436,1,Trans Male,TRUE,FALSE,1.12,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Kinship,FALSE,TRUE,TRUE
10,Male,White - British,0,FALSE,13,69,Fostering - Short Term,1,1,22/07/2023 00:00,N/A,523,1,Trans Female,TRUE,FALSE,14.3,FALSE,N/A,1,N/A,0,including Mainstream,White - Central European,Short Term Foster,TRUE,FALSE,FALSE
7,Trans Female,Asian/British Asian - Pakistani,0,FALSE,17,65,Kinship,6,1,14/09/2023 00:00,N/A,532,1,Male,TRUE,FALSE,2.8,TRUE,N/A,2,N/A,0,including Mainstream,Asian/British Asian - Other,Kinship,TRUE,TRUE,FALSE
15,Female,Mixed - White/Asian,0,TRUE,18,56,Fostering - Short Term,1,1,05/06/2022 00:00,Carer requests placement end due to child's behaviour,3,1,Male,TRUE,FALSE,0.09,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Short Term Foster,TRUE,TRUE,FALSE
8,Male,White - British,0,FALSE,9,28,Fostering - Short Term,3,1,19/02/2025 00:00,N/A,1,1,Female,TRUE,TRUE,1.38,FALSE,N/A,2,N/A,0,including Mainstream,Mixed - Other,Short Term Foster,TRUE,FALSE,FALSE
0,Female,White - British,0,FALSE,5,42,Kinship,7,1,22/05/2023 00:00,N/A,186,1,Male,TRUE,FALSE,0.32,FALSE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,FALSE
11,Female,Asian/British Asian - Indian,0,TRUE,17,60,Kinship,0,1,10/12/2022 00:00,Child requests placement end,62,1,Trans Female,TRUE,FALSE,2.94,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Kinship,TRUE,FALSE,TRUE
3,Trans Female,White - British,0,FALSE,4,42,Kinship,3,1,27/09/2022 00:00,N/A,2,1,Trans Male,TRUE,TRUE,0.44,TRUE,N/A,5,N/A,0,including Mainstream,White - Irish,Kinship,FALSE,TRUE,TRUE
9,Female,White - British,0,TRUE,18,71,Kinship,1,1,16/12/2024 00:00,Planned move to long-term fostering,186,1,Trans Male,TRUE,TRUE,1.8,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Traveller of Irish Heritage,Kinship,TRUE,TRUE,FALSE
12,Female,White - British,0,TRUE,16,26,Fostering - Short Term,0,1,29/04/2022 00:00,Carer requests placement end due to child's behaviour,466,1,Male,TRUE,FALSE,14.92,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,TRUE,TRUE,FALSE
12,Male,White - British,0,FALSE,16,59,Kinship,7,1,12/11/2023 00:00,N/A,708,1,Female,TRUE,FALSE,3.66,TRUE,N/A,2,N/A,0,including Mainstream,Black/Black British - Other,Kinship,TRUE,TRUE,TRUE
5,Male,White - British,0,FALSE,16,29,Kinship,7,1,30/10/2024 00:00,N/A,54,1,Female,TRUE,TRUE,2.47,FALSE,N/A,4,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,TRUE,FALSE,TRUE
9,Non binary,White - British,0,TRUE,13,38,Kinship,1,1,10/12/2024 00:00,Planned move to long-term fostering,168,1,Male,FALSE,FALSE,1.92,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Kinship,TRUE,FALSE,TRUE
5,Female,Other Ethnic Group,0,TRUE,8,32,Fostering - Short Term,5,1,28/10/2022 00:00,Approval removed,552,1,Male,TRUE,TRUE,4,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Kinship,TRUE,FALSE,TRUE
2,Male,White - British,0,FALSE,8,37,Adoption,0,1,08/12/2023 00:00,N/A,92,1,Male,TRUE,TRUE,14.85,FALSE,N/A,6,N/A,0,including Mainstream,Mixed - White/Black African,Adoption,FALSE,TRUE,TRUE
13,Female,White - British,0,FALSE,18,57,Adoption,7,1,05/01/2024 00:00,N/A,70,1,Trans Male,TRUE,FALSE,4.78,TRUE,N/A,0,N/A,0,including Mainstream,Black/Black British - Caribbean,Adoption,TRUE,FALSE,TRUE
2,Trans Female,Asian/British Asian - Pakistani,0,TRUE,3,75,Fostering - Short Term,4,1,17/04/2023 00:00,Approval removed,148,1,Trans Female,TRUE,FALSE,10.68,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Special Guardianship,FALSE,TRUE,FALSE
17,Male,White - British,0,FALSE,18,33,Fostering - Long Term,4,1,30/01/2025 00:00,N/A,811,1,Male,TRUE,TRUE,8.7,FALSE,N/A,8,N/A,0,including Mainstream,Black/Black British - Caribbean,Long Term Foster,TRUE,TRUE,TRUE
16,Female,White - Eastern European,0,TRUE,17,59,Fostering - Short Term,3,1,12/12/2024 00:00,Approval removed,50,1,Non binary,TRUE,FALSE,1.85,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Kinship,FALSE,FALSE,FALSE
8,Male,Asian/British Asian - Pakistani,0,TRUE,17,25,Fostering - Short Term,0,1,24/02/2022 00:00,Approval removed,75,1,Female,TRUE,TRUE,0.03,FALSE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Roma,Short Term Foster,TRUE,FALSE,TRUE
3,Male,White - British,0,TRUE,18,59,Kinship,2,1,19/06/2022 00:00,Child requests placement end,804,1,Female,TRUE,TRUE,4.92,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Kinship,FALSE,FALSE,FALSE
15,Male,White - British,0,TRUE,17,52,Kinship,6,1,29/02/2024 00:00,Allegation (S47),366,1,Male,TRUE,TRUE,3.71,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,TRUE
9,Trans Female,Black/Black British - African,0,TRUE,10,54,Kinship,5,1,20/10/2025 00:00,Planned move to long-term fostering,196,1,Female,TRUE,FALSE,3.87,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,TRUE,FALSE,TRUE
5,Female,White - British,0,TRUE,13,72,Kinship,5,1,06/07/2025 00:00,Child requests placement end,155,1,Male,FALSE,TRUE,1.26,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,FALSE
10,Female,Asian/British Asian - Pakistani,0,TRUE,15,32,Kinship,0,1,07/02/2025 00:00,Child requests placement end,563,1,Non binary,TRUE,FALSE,3,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Kinship,FALSE,TRUE,FALSE
7,Female,Asian/British Asian - Pakistani,0,TRUE,11,38,Fostering - Short Term,6,1,04/06/2022 00:00,Approval removed,319,1,Male,TRUE,FALSE,3.22,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,FALSE
6,Male,White - British,0,TRUE,12,62,Fostering - Short Term,6,1,22/09/2025 00:00,Carer requests placement end due to child's behaviour,81,1,Trans Female,TRUE,FALSE,6.67,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Short Term Foster,TRUE,FALSE,FALSE
15,Male,Asian/British Asian - Pakistani,0,FALSE,16,32,Kinship,4,1,24/03/2024 00:00,N/A,239,1,Female,TRUE,TRUE,0.33,FALSE,N/A,3,N/A,0,including Mainstream,Black/Black British - Other,Kinship,FALSE,FALSE,FALSE
1,Female,White - British,0,FALSE,5,66,Residential,7,1,14/07/2023 00:00,N/A,101,1,Male,TRUE,FALSE,15.04,FALSE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Indian,Residential,TRUE,TRUE,TRUE
11,Male,White - British,0,TRUE,17,37,Kinship,5,1,10/12/2023 00:00,Planned move to long-term fostering,317,1,Female,FALSE,TRUE,4.7,TRUE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,TRUE,FALSE,FALSE
15,Male,White - British,0,TRUE,16,35,Fostering - Short Term,5,1,18/03/2024 00:00,Approval removed,726,1,Male,TRUE,FALSE,2.42,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,TRUE,TRUE
11,Trans Male,Traveller of Irish Heritage,0,FALSE,17,59,Kinship,2,1,02/05/2024 00:00,N/A,5,1,Trans Male,TRUE,TRUE,2.24,TRUE,N/A,8,N/A,0,including Mainstream,Gypsy / Roma,Kinship,FALSE,TRUE,FALSE
10,Male,Black/Black British - Other,0,TRUE,11,64,Kinship,4,1,28/01/2024 00:00,Carer requests placement end due to child's behaviour,166,1,Trans Female,TRUE,FALSE,3.58,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Kinship,TRUE,TRUE,FALSE
14,Male,White - British,0,TRUE,18,31,Kinship,6,1,17/09/2023 00:00,Allegation (S47),82,1,Female,TRUE,FALSE,1.5,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,TRUE,FALSE
2,Female,Asian/British Asian - Pakistani,0,TRUE,11,60,Fostering - Short Term,1,1,10/05/2024 00:00,Planned move to long-term fostering,492,1,Male,TRUE,FALSE,2.68,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Short Term Foster,FALSE,TRUE,TRUE
14,Female,White - British,0,FALSE,15,65,Kinship,7,1,12/06/2025 00:00,N/A,882,1,Non binary,TRUE,FALSE,1.55,FALSE,N/A,0,N/A,0,including Mainstream,Gypsy,Kinship,TRUE,FALSE,TRUE
16,Trans Male,Asian/British Asian - Pakistani,0,TRUE,17,52,Fostering - Short Term,3,1,02/04/2025 00:00,Approval removed,485,1,Non binary,FALSE,FALSE,0.33,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Short Term Foster,TRUE,FALSE,TRUE
5,Non binary,White - Other,0,TRUE,11,75,Kinship,5,1,06/04/2024 00:00,Allegation (S47),219,1,Male,TRUE,TRUE,1.52,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Caribbean,Kinship,FALSE,FALSE,TRUE
12,Trans Male,White - British,0,FALSE,18,48,Kinship,6,1,14/03/2023 00:00,N/A,284,1,Female,TRUE,TRUE,0.13,TRUE,N/A,6,N/A,0,including Mainstream,Mixed - White/Black African,Kinship,FALSE,FALSE,TRUE
6,Female,White - British,0,TRUE,18,72,Fostering - Short Term,3,1,15/08/2023 00:00,Carer requests placement end due to child's behaviour,171,1,Trans Female,TRUE,TRUE,1.78,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Chinese,Kinship,TRUE,FALSE,TRUE
16,Male,White - British,0,FALSE,17,67,Fostering - Short Term,0,1,09/04/2023 00:00,N/A,912,1,Male,TRUE,TRUE,2.55,FALSE,N/A,0,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Short Term Foster,FALSE,FALSE,TRUE
6,Trans Female,White - British,0,TRUE,13,46,Kinship,6,1,17/07/2024 00:00,Allegation (S47),114,1,Trans Female,TRUE,TRUE,0.89,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,FALSE,TRUE,FALSE
7,Non binary,Asian/British Asian - Pakistani,0,TRUE,18,57,Kinship,1,1,09/11/2022 00:00,Child requests placement end,963,1,Male,TRUE,FALSE,2.8,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Caribbean,Kinship,TRUE,TRUE,TRUE
4,Male,White - British,0,FALSE,6,25,Kinship,5,1,28/06/2023 00:00,N/A,188,1,Female,TRUE,FALSE,2.82,FALSE,N/A,6,N/A,0,including Mainstream,White - Irish,Kinship,FALSE,FALSE,TRUE
